customer_choice_number,universal_style_number,division_description,department_description,class_description,subclass_description,product_tag_category_group,product_tag_activity,product_tag_style,search_color,ga_superclass,ga_activity,price,average_rating,total_reviews,product_description,activity_description
881718022,881718,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,,Bras,WHITE,intimates,all day active,41.3,4.2,212.0,"Womens Bras or Support Tops
Ritual Adjustable Bra D-DD
Color: WHITE (MAGNOLIA WHITE)
About Fit and Sizing: Designed for D-DD cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline; Fit runs small
Material details: Nylon/Spandex
Fabric performance: Quick Dry; Breathable
Additional features: Adjustable Straps
Collection: Ritual
Online Exclusive","BEST FOR EVERYDAY: travel + commute + explore; IMPACT: Light-impact workouts, best for D-DD cups; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Adjustable straps for a customizable fit
"
881718112,881718,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,,Bras,BEIGE,intimates,all day active,59.0,4.2,212.0,"Womens Bras or Support Tops
Ritual Adjustable Bra D-DD
Color: BEIGE (SAND BEIGE (ARCHROMA A)
About Fit and Sizing: Designed for D-DD cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline; Fit runs small
Material details: Nylon/Spandex
Fabric performance: Quick Dry; Breathable
Additional features: Adjustable Straps
Collection: Ritual
Online Exclusive","BEST FOR EVERYDAY: travel + commute + explore; IMPACT: Light-impact workouts, best for D-DD cups; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Adjustable straps for a customizable fit
"
881724072,881724,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,,Bras,CLEAR,intimates,all day active,59.0,4.2,302.0,"Womens Bras or Support Tops
Ritual Adjustable Bra A-C
Color: CLEAR (SMOKEY QUARTZ)
About Fit and Sizing: Designed for A-C cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline; Fit runs small
Material details: Nylon/Spandex
Fabric performance: Quick Dry; Breathable
Additional features: Adjustable Straps
Collection: Ritual
Online Exclusive","BEST FOR EVERYDAY: travel + commute + explore; IMPACT: Light-impact workouts, best for A-C cups; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Adjustable straps for a customizable fit
"
881724122,881724,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,,Bras,BEIGE,intimates,all day active,41.3,4.2,302.0,"Womens Bras or Support Tops
Ritual Adjustable Bra A-C
Color: BEIGE (SAND BEIGE (ARCHROMA A)
About Fit and Sizing: Designed for A-C cups; IMPACT: For light-impact workouts; LOW COVERAGE: Our lowest cut neckline; Fit runs small
Material details: Nylon/Spandex
Fabric performance: Quick Dry; Breathable
Additional features: Adjustable Straps
Collection: Ritual
Online Exclusive","BEST FOR EVERYDAY: travel + commute + explore; IMPACT: Light-impact workouts, best for A-C cups; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Adjustable straps for a customizable fit
"
881846012,881846,ATHLETA GIRLS,GIRLS ACCESSORY,HEADWEAR,HEADBAND/HAIR,Hats; Accessories,,Accessories; Hats,BLACK,accessory,all day active,9.0,4.8,91.0,"Athleta Girls Hats; Accessories
Athleta Girl Ready or Knot Headband
Color: BLACK (BLACK)
About Fit and Sizing: Close to the body for live-in comfort; One size fits most
Material details: Nylon/Lycra
Fabric performance: Breathable; UPF; Quick Dry
","FOR: School, practice, and play; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Gel grippers help prevent headband from slipping
"
881863012,881863,ATHLETA GIRLS,GIRLS DRESSES,DRESSES,WOVEN,Dresses,,Dresses; Rompers & Jumpsuits,BLUE,dress,uniform,55.0,4.5,35.0,"Athleta Girls Dresses
Athleta Girl School Day Dress
Color: BLUE (GOODNIGHT NORA)
About Fit and Sizing: Relaxed with room to move or layer; Body length in size medium: Regular: 28.5""
Material details: Recycled Polyester/Spandex
Collection: School Day
Final Sale","FOR: School uniform that's perfect for play; FEEL: Recycled Featherweight Stretch™ fabric feels silky sleek and light as air; FAVE: Side pockets keep her treasures safe
"
881871002,881871,ATHLETA GIRLS,GIRLS INTIMATES,BRAS,BRAS,Bras or Support Tops,,Bras,PINK,intimates,all day active,17.4,4.8,241.0,"Athleta Girls Bras or Support Tops
Athleta Girl Just Right Adjustable Bra
Color: PINK (BALLERINA GOWN)
About Fit and Sizing: Close to the body for live-in comfort; Removable pads in sizes L to XXL; Bra liner in sizes S to M
Material details: Nylon/Lycra
Online Exclusive","FOR: School, practice, and play; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Adjustable straps for a customizable fit; Convertible straps can be worn straight back or crossback
"
881871022,881871,ATHLETA GIRLS,GIRLS INTIMATES,BRAS,BRAS,Bras or Support Tops,,Bras,BLACK,intimates,all day active,29.0,4.8,241.0,"Athleta Girls Bras or Support Tops
Athleta Girl Just Right Adjustable Bra
Color: BLACK (BLACK)
About Fit and Sizing: Close to the body for live-in comfort; Removable pads in sizes L to XXL; Bra liner in sizes S to M
Material details: Nylon/Lycra
","FOR: School, practice, and play; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Adjustable straps for a customizable fit; Convertible straps can be worn straight back or crossback
"
881900022,881900,ATHLETA GIRLS,GIRLS BOTTOMS,SKIRTS/SKORTS,WOVEN,Bottoms,,Skorts,BEIGE,bottoms,uniform,85.0,4.7,72.0,"Athleta Girls Bottoms
School Day Skort 2-Pack
Color: BEIGE (BROWNSTONE BEIGE)
About Fit and Sizing: Semi-fitted, skims easily over the body; Body length in size medium: Regular: Front Length: 14"" Back Length: 15.25""
Material details: Recycled Polyester/Spandex
Additional features: Multipack
Collection: School Day
","FOR: School uniform that's perfect for play; FEEL: Recycled Featherweight Stretch™ fabric feels silky sleek and light as air; FAVE: Built-in short for more coverage; Hidden, internal key/card pocket in waistband
"
882123012,882123,ATHLETA GIRLS,GIRLS OUTERWEAR,OUTERWEAR,JACKET,Outerwear,,Jackets,GRAY,outerwear,recover,48.75,4.9,173.0,"Athleta Girls Outerwear
Athleta Girl RetroActive Full Zip
Color: GRAY (FOG GREY HEATHER)
About Fit and Sizing: Relaxed with room to move or layer; Body length in size medium: Regular: 21""
Material details: Cotton/Polyester/Spandex
Collection: Retroplush
","FOR: Staying warm outside and weekend adventures; FEEL: Soft, stretchy, semi-structured fleece; FAVE: Internal pocket stashes her chapstick, money, and small essentials; Thumbholes keep her sleeves in place
"
882123032,882123,ATHLETA GIRLS,GIRLS OUTERWEAR,OUTERWEAR,JACKET,Outerwear,,Jackets,BLUE,outerwear,recover,48.75,4.9,173.0,"Athleta Girls Outerwear
Athleta Girl RetroActive Full Zip
Color: BLUE (NAVY)
About Fit and Sizing: Relaxed with room to move or layer; Body length in size medium: Regular: 21""
Material details: Cotton/Polyester/Spandex
Collection: Retroplush
Online Exclusive","FOR: Staying warm outside and weekend adventures; FEEL: Soft, stretchy, semi-structured fleece; FAVE: Internal pocket stashes her chapstick, money, and small essentials; Thumbholes keep her sleeves in place
"
882393032,882393,WOMENS,APPAREL,SWEATSHIRT,CROP,Tops,; Restore,Sweatshirts; Active Tops,WHITE,tops,recover,89.0,4.6,1553.0,"Womens Tops
Seasoft Quarter Zip
Color: WHITE (MAGNOLIA WHITE)
Activity: ; Restore
About Fit and Sizing: Semi-fitted, skims easily over the body; Crop length, sits above the natural waist; Half zip; Body length in size medium: Regular: 22"" Body length in size Plus/2X: Regular: 24.5""
Material details: Polyester/TENCEL™ Modal/Spandex
Fabric performance: Breathable; Wrinkle Resistant
Collection: Seasoft
","FOR: Commuting, work, and travel; FEEL: Smooth, cool-to-the-touch fabric drapes beautifully and offers lightweight warmth; FAVE: Unique sandwashing technique
; Restore"
882393052,882393,WOMENS,APPAREL,SWEATSHIRT,CROP,Tops,; Restore,Sweatshirts; Active Tops,BLACK,tops,recover,59.97,4.6,1553.0,"Womens Tops
Seasoft Quarter Zip
Color: BLACK (PYRITE)
Activity: ; Restore
About Fit and Sizing: Semi-fitted, skims easily over the body; Crop length, sits above the natural waist; Half zip; Body length in size medium: Regular: 22"" Body length in size Plus/2X: Regular: 24.5""
Material details: Polyester/TENCEL™ Modal/Spandex
Fabric performance: Breathable; Wrinkle Resistant
Collection: Seasoft
Final Sale","FOR: Commuting, work, and travel; FEEL: Smooth, cool-to-the-touch fabric drapes beautifully and offers lightweight warmth; FAVE: Unique sandwashing technique
; Restore"
882393162,882393,WOMENS,APPAREL,SWEATSHIRT,CROP,Tops,; Restore,Sweatshirts; Active Tops,BLUE,tops,recover,89.0,4.6,1553.0,"Womens Tops
Seasoft Quarter Zip
Color: BLUE (DARK RINSE)
Activity: ; Restore
About Fit and Sizing: Semi-fitted, skims easily over the body; Crop length, sits above the natural waist; Half zip; Body length in size medium: Regular: 22"" Body length in size Plus/2X: Regular: 24.5""
Material details: Polyester/TENCEL™ Modal/Spandex
Fabric performance: Breathable; Wrinkle Resistant
Collection: Seasoft
","FOR: Commuting, work, and travel; FEEL: Smooth, cool-to-the-touch fabric drapes beautifully and offers lightweight warmth; FAVE: Unique sandwashing technique
; Restore"
882498252,882498,WOMENS,APPAREL,3RDPIECE,LONG,Tops,Restore; ,Wrap; Active Tops; Sweatshirts,GRAY,tops,recover,69.99,4.8,15083.0,"Womens Tops
Pranayama Restore Wrap
Color: GRAY (HEMATITE GREY (COLORO)
Activity: Restore; 
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Body length in size medium: Regular: Front 32  Back 29  Petite: Front 31  Back 28  Tall: Front 34  Back 31
Material details: 97% TENCEL™ Modal/3% Spandex
Fabric performance: Breathable
Additional features: Pockets; Thumbholes
Collection: Pranayama
New to Sale","FOR: Layering up to and from your workout; FEEL: Nirvana is the softest fabric imaginable; FAVE: Side pockets stash your essentials; Thumbholes hold sleeves in place and keep warmth in; New and improved fit for a modern look
Restore; "
882498342,882498,WOMENS,APPAREL,3RDPIECE,LONG,Tops,Restore; ,Wrap; Active Tops; Sweatshirts,GRAY,tops,recover,89.0,4.8,15083.0,"Womens Tops
Pranayama Restore Wrap
Color: GRAY (STORM CLOUD)
Activity: Restore; 
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Body length in size medium: Regular: Front 32  Back 29  Petite: Front 31  Back 28  Tall: Front 34  Back 31
Material details: 97% TENCEL™ Modal/3% Spandex
Fabric performance: Breathable
Additional features: Pockets; Thumbholes
Collection: Pranayama
","FOR: Layering up to and from your workout; FEEL: Nirvana is the softest fabric imaginable; FAVE: Side pockets stash your essentials; Thumbholes hold sleeves in place and keep warmth in; New and improved fit for a modern look
Restore; "
882628002,882628,WOMENS,APPAREL,PANT KNIT,WIDE,Bottoms,,Pants,BLACK,bottoms,recover,99.0,4.4,681.0,"Womens Bottoms
Balance Pant
Color: BLACK (BLACK)
About Fit and Sizing: Relaxed with room to move; Sits below the natural waist; Inseam: Regular: 29.5"" Plus: 29.5""
Material details: Black: 75% TENCEL™ Modal/22% Polyester/3% LYCRA®
Collection: Balance
Online Exclusive","FOR: Restoration and rejuvenation; FEEL: Super-soft Brushed Nirvana is extra cozy; FAVE: External drawcord can be worn tied or open for ultimate versatility
"
882675052,882675,WOMENS,APPAREL,PANT KNIT,BOOT/FLAIR,Bottoms,,Pants,GRAY,bottoms,all day active,44.97,4.6,1589.0,"Womens Bottoms
Venice Flare Pant
Color: GRAY (PYRITE (COLORO 024-44-)
About Fit and Sizing: Semi-fitted, skims easily over the body; Sits below the natural waist; Fitted next to the body and flares at the knee; Inseam: Regular: 31.5"" Plus: 31.5"" Petite: 29.5"" Tall: 34.5""
Material details: 74% Nylon/26% Spandex
Collection: Venice
Final Sale","FOR: Commuting, work, and travel; FEEL:  Light fabric gives you full coverage and all-way stretch
"
882790002,882790,WOMENS,ACCESSORY,BAG/CARRIER/PACK,BACKPACK,Bags,; Hike & Explore; Travel & Commute,Bags,GREEN,accessory,hike,71.4,4.5,239.0,"Womens Bags
Excursion Backpack
Color: GREEN (ASPEN OLIVE)
Activity: ; Hike & Explore; Travel & Commute
About Fit and Sizing: One size fits all; L: 9"" x W: 3"" x H: 15""
Material details: Recycled Nylon
Additional features: Water Bottle Pocket; Pockets
Collection: Excursion
Final Sale","FOR: Hike, long distance, short distance, and trail running; FEEL: Lightweight Ripstop resists snags and tears; FAVE: Pockets to stash your water bottle and other essentials; Adjustable strap for personalized fit; Mesh back panel for added support
; Hike & Explore; Travel & Commute"
883786032,883786,WOMENS,INTIMATES,UNDIES,BIKINI,Bottoms,,Underwear,BLACK,intimates,all day active,16.0,4.3,248.0,"Womens Bottoms
Ritual Bikini Underwear
Color: BLACK (BLACK)
About Fit and Sizing: MEDIUM RISE: Sits below the natural waist; Medium seat coverage
Material details: Nylon/Spandex
Fabric performance: Breathable; Quick Dry; Wicking
Collection: Ritual
Online Exclusive","FOR: Lounging, relaxing, and a good night's sleep; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Comfortable fit that doesn't slip or slide; Underwear
"
883823122,883823,WOMENS,INTIMATES,UNDIES,BOY SHORT,Bottoms,,Underwear,BEIGE,intimates,all day active,16.0,4.7,199.0,"Womens Bottoms
Ritual Boyshort Underwear
Color: BEIGE (SMOKEY QUARTZ)
About Fit and Sizing: MEDIUM RISE: Sits below the natural waist; Full seat coverage; Boyshort
Material details: Nylon/Spandex
Fabric performance: Breathable; Quick Dry; Wicking
Collection: Ritual
Online Exclusive","FOR: Lounging, relaxing, and a good night's sleep; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Comfortable fit that doesn't slip or slide; Underwear
"
883824092,883824,WOMENS,INTIMATES,UNDIES,THONG,Bottoms,,Underwear,BEIGE,intimates,all day active,16.0,4.4,147.0,"Womens Bottoms
Ritual Thong Underwear
Color: BEIGE (SAND BEIGE (ARCHROMA A)
About Fit and Sizing: MEDIUM RISE: Sits below the natural waist; Small, cheeky coverage; Full cheek
Material details: Nylon/Spandex
Fabric performance: Breathable; Quick Dry; Wicking
Collection: Ritual
Online Exclusive","FOR: Lounging, relaxing, and a good night's sleep; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Comfortable fit that doesn't slip or slide; Underwear
"
883824102,883824,WOMENS,INTIMATES,UNDIES,THONG,Bottoms,,Underwear,CLEAR,intimates,all day active,16.0,4.4,147.0,"Womens Bottoms
Ritual Thong Underwear
Color: CLEAR (SMOKEY QUARTZ)
About Fit and Sizing: MEDIUM RISE: Sits below the natural waist; Small, cheeky coverage; Full cheek
Material details: Nylon/Spandex
Fabric performance: Breathable; Quick Dry; Wicking
Collection: Ritual
Online Exclusive","FOR: Lounging, relaxing, and a good night's sleep; FEEL: Next-to-nothing fabric stretches with you for everyday comfort; FAVE: Comfortable fit that doesn't slip or slide; Underwear
"
891664002,891664,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore; ,Active Tops; Sweatshirts,BLACK,tops,recover,99.0,4.4,134.0,"Womens Tops
Forever Fleece 1/4 Zip Sweatshirt
Color: BLACK (BLACK)
Activity: Restore; 
About Fit and Sizing: Oversized, fits extra roomy; Covers your assets: longer length for more coverage; Body length in size medium: Regular: 28""
Material details: 75% Cotton/19% Polyester/6% Spandex
Fabric performance: Breathable
Collection: Forever Fleece
Back in Stock","FOR: Lounge and everyday; FEEL: Plush stretch fleece has a soft, brushed interior; FAVE: Matches back to the Forever Fleece collection for the perfect cozy set
Restore; "
891664022,891664,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore; ,Active Tops; Sweatshirts,GRAY,tops,recover,99.0,4.4,134.0,"Womens Tops
Forever Fleece 1/4 Zip Sweatshirt
Color: GRAY (GREY HEATHER (BROS BC0)
Activity: Restore; 
About Fit and Sizing: Oversized, fits extra roomy; Covers your assets: longer length for more coverage; Body length in size medium: Regular: 28""
Material details: 75% Cotton/19% Polyester/6% Spandex
Fabric performance: Breathable
Collection: Forever Fleece
Back in Stock","FOR: Lounge and everyday; FEEL: Plush stretch fleece has a soft, brushed interior; FAVE: Matches back to the Forever Fleece collection for the perfect cozy set
Restore; "
891667012,891667,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore; ,Active Tops; Sweatshirts,GRAY,tops,recover,62.3,4.6,59.0,"Womens Tops
Forever Fleece Crewneck Sweatshirt
Color: GRAY (GREY HEATHER (BROS BC0)
Activity: Restore; 
About Fit and Sizing: Oversized fit; Regular length, hits at low hip; Body length in size medium: Regular: 28""
Material details: 75% Cotton/19% Polyester/6% Spandex
Fabric performance: Breathable
Collection: Forever Fleece
Back In Stock","FOR: Lounge and everyday; FEEL: Plush stretch fleece has a soft, brushed interior; FAVE: Matches back to the Forever Fleece collection for the perfect cozy set
Restore; "
891668012,891668,WOMENS,APPAREL,JACKET-SWEATSHIRT,HIP,Outerwear,Restore; ,Jackets; Sweatshirts,BLACK,outerwear,recover,69.3,4.2,61.0,"Womens Outerwear
Forever Fleece Full Zip Sweatshirt
Color: BLACK (BLACK)
Activity: Restore; 
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Body length in size medium: Regular: 22""
Material details: 75% Cotton/19% Polyester/6% Spandex
Fabric performance: Hooded
Back In Stock","FOR: Lounge and restoration; FEEL: Plush stretch fleece has a soft, brushed interior; FAVE: Matches back to the Forever Fleece collection for the perfect cozy set
Restore; "
